T,v
4.284860e+03,9.842260e-01
4.284920e+03,9.576810e-01
4.284940e+03,9.327710e-01
4.284950e+03,9.118890e-01
4.284960e+03,8.808910e-01
4.284970e+03,8.338200e-01
4.284980e+03,7.630930e-01
4.285000e+03,5.787680e-01
4.285010e+03,5.587380e-01
4.285020e+03,6.259710e-01
4.285030e+03,7.250720e-01
4.285040e+03,8.071610e-01
4.285050e+03,8.633580e-01
4.285060e+03,9.002890e-01
4.285080e+03,9.417460e-01
4.285120e+03,9.738480e-01
4.285240e+03,9.935320e-01
4.287910e+03,9.975560e-01
4.288140e+03,9.849910e-01
4.288200e+03,9.600450e-01
4.288220e+03,9.367680e-01
4.288240e+03,8.883400e-01
4.288250e+03,8.441670e-01
4.288260e+03,7.767750e-01
4.288280e+03,5.865430e-01
4.288290e+03,5.537220e-01
4.288300e+03,6.142690e-01
4.288310e+03,7.154760e-01
4.288320e+03,8.016500e-01
4.288330e+03,8.606220e-01
4.288340e+03,8.990600e-01
4.288360e+03,9.416870e-01
4.288400e+03,9.741410e-01
4.288520e+03,9.936790e-01
4.291170e+03,9.969870e-01
4.291360e+03,9.838130e-01
4.291410e+03,9.621040e-01
4.291430e+03,9.397380e-01
4.291450e+03,8.927170e-01
4.291460e+03,8.493630e-01
4.291470e+03,7.826080e-01
4.291490e+03,5.942840e-01
4.291500e+03,5.665450e-01
4.291510e+03,6.319750e-01
4.291520e+03,7.327670e-01
4.291530e+03,8.153610e-01
4.291540e+03,8.707770e-01
4.291550e+03,9.065590e-01
4.291570e+03,9.460360e-01
4.291610e+03,9.760300e-01
4.291730e+03,9.941190e-01
4.294370e+03,9.959030e-01
4.294520e+03,9.795700e-01
4.294560e+03,9.551690e-01
4.294580e+03,9.238560e-01
4.294590e+03,8.957640e-01
4.294600e+03,8.520330e-01
4.294610e+03,7.842590e-01
4.294630e+03,6.042130e-01
4.294640e+03,5.941820e-01
4.294650e+03,6.704700e-01
4.294660e+03,7.671560e-01
4.294670e+03,8.405940e-01
4.294680e+03,8.884670e-01
4.294690e+03,9.191220e-01
4.294710e+03,9.529570e-01
4.294750e+03,9.788790e-01
4.294900e+03,9.958450e-01
4.297490e+03,9.944410e-01
4.297600e+03,9.773950e-01
4.297630e+03,9.572930e-01
4.297650e+03,9.257850e-01
4.297660e+03,8.968710e-01
4.297670e+03,8.512330e-01
4.297680e+03,7.807070e-01
4.297690e+03,6.889180e-01
4.297700e+03,6.222770e-01
4.297710e+03,6.425380e-01
4.297730e+03,8.140040e-01
4.297740e+03,8.731630e-01
4.297750e+03,9.107170e-01
4.297770e+03,9.505610e-01
4.297810e+03,9.790580e-01
