T,v
4.187360e+03,9.596370e-01
4.187390e+03,9.853010e-01
4.187510e+03,9.981150e-01
4.191080e+03,9.947380e-01
4.191160e+03,9.697700e-01
4.191220e+03,9.942180e-01
4.193820e+03,9.990290e-01
4.194480e+03,9.937130e-01
4.194530e+03,9.730310e-01
4.194550e+03,9.583550e-01
4.194660e+03,9.952350e-01
4.195660e+03,9.952940e-01
4.195730e+03,9.756930e-01
4.195810e+03,9.966910e-01
4.204720e+03,9.951980e-01
4.204790e+03,9.788870e-01
4.204830e+03,9.370290e-01
4.204840e+03,9.329040e-01
4.204890e+03,9.803390e-01
4.204980e+03,9.965650e-01
4.207600e+03,9.951930e-01
4.207670e+03,9.963320e-01
4.216880e+03,9.953980e-01
4.216930e+03,9.762600e-01
4.216990e+03,9.968900e-01
4.218230e+03,9.956320e-01
4.221260e+03,9.952200e-01
4.224310e+03,9.954950e-01
4.224360e+03,9.912550e-01
4.224560e+03,9.997910e-01
4.230090e+03,9.961560e-01
4.230130e+03,9.918430e-01
4.230290e+03,9.976220e-01
4.250820e+03,9.958260e-01
4.250870e+03,9.792890e-01
4.250890e+03,9.717830e-01
4.250950e+03,9.952770e-01
4.252280e+03,9.958280e-01
4.252380e+03,9.935820e-01
4.252990e+03,9.999670e-01
4.255720e+03,9.945260e-01
4.255770e+03,9.948010e-01
4.264280e+03,9.989060e-01
4.269730e+03,9.964780e-01
4.269780e+03,9.907710e-01
4.269930e+03,9.997600e-01
4.306690e+03,9.951730e-01
4.306730e+03,9.917260e-01
4.306910e+03,9.998620e-01
4.535340e+03,9.950860e-01
4.549000e+03,9.958080e-01
4.576740e+03,9.960400e-01
4.576810e+03,9.944160e-01
4.579830e+03,9.997910e-01
4.580050e+03,9.938740e-01
4.581670e+03,9.999870e-01
4.622230e+03,9.955770e-01
4.699740e+03,9.951320e-01
4.720150e+03,9.950250e-01
4.757900e+03,9.950110e-01
4.930510e+03,9.957670e-01
4.942430e+03,9.958760e-01
4.948130e+03,9.956600e-01
4.955130e+03,9.958240e-01
4.957880e+03,9.954440e-01
4.966520e+03,9.956460e-01
4.966580e+03,9.923760e-01
4.966960e+03,9.999160e-01
4.981490e+03,9.952040e-01
4.981520e+03,9.841790e-01
4.981590e+03,9.989760e-01
4.985470e+03,9.948280e-01
4.988600e+03,9.961590e-01
4.988680e+03,9.829500e-01
4.988760e+03,9.916020e-01
4.988800e+03,9.853740e-01
4.988890e+03,9.986460e-01
4.992860e+03,9.948410e-01
4.992940e+03,9.725320e-01
4.993010e+03,9.949450e-01
4.994220e+03,9.954460e-01
4.996920e+03,9.960500e-01
4.996990e+03,9.950860e-01
5.004270e+03,9.954840e-01
5.004530e+03,9.924470e-01
5.004590e+03,9.788030e-01
5.004680e+03,9.968380e-01
5.008040e+03,9.957890e-01
5.008110e+03,9.884160e-01
5.008280e+03,9.994510e-01
5.010800e+03,9.942360e-01
5.010880e+03,9.889600e-01
5.011090e+03,9.994380e-01
5.014510e+03,9.947620e-01
5.014550e+03,9.788940e-01
5.014580e+03,9.502260e-01
5.014630e+03,9.902500e-01
5.014850e+03,9.996170e-01
5.023210e+03,9.947910e-01
5.023280e+03,9.802000e-01
5.023380e+03,9.978100e-01
5.024570e+03,9.938760e-01
5.024630e+03,9.758620e-01
5.024670e+03,9.391770e-01
5.024730e+03,9.860600e-01
5.024880e+03,9.985670e-01
5.025460e+03,9.967640e-01
5.032280e+03,9.954340e-01
5.032360e+03,9.755880e-01
5.032390e+03,9.666780e-01
5.032470e+03,9.931440e-01
5.032750e+03,9.930300e-01
5.032810e+03,9.750720e-01
5.032850e+03,9.545880e-01
5.032920e+03,9.892080e-01
5.033210e+03,9.993110e-01
5.037140e+03,9.946580e-01
5.037210e+03,9.809040e-01
5.037310e+03,9.978410e-01
5.042630e+03,9.954740e-01
5.042700e+03,9.888370e-01
5.042880e+03,9.994840e-01
5.043420e+03,9.996060e-01
5.048930e+03,9.947610e-01
5.049010e+03,9.770140e-01
5.049110e+03,9.966020e-01
5.049330e+03,9.911180e-01
5.049390e+03,9.893060e-01
5.049490e+03,9.956110e-01
5.049570e+03,9.931390e-01
5.049600e+03,9.691070e-01
5.049630e+03,9.958170e-01
5.050560e+03,9.935460e-01
5.050630e+03,9.758850e-01
5.050660e+03,9.426680e-01
5.050680e+03,9.016380e-01
5.050690e+03,8.893200e-01
5.050700e+03,8.942640e-01
5.050740e+03,9.640890e-01
5.050790e+03,9.886570e-01
5.051020e+03,9.953300e-01
5.051080e+03,9.827580e-01
5.051120e+03,9.618630e-01
5.051180e+03,9.920780e-01
5.051420e+03,9.945950e-01
5.053870e+03,9.958520e-01
5.060940e+03,9.954450e-01
5.061020e+03,9.884940e-01
5.061210e+03,9.994240e-01
5.065100e+03,9.944550e-01
5.065160e+03,9.734780e-01
5.065190e+03,9.626780e-01
5.065240e+03,9.836100e-01
5.065360e+03,9.973540e-01
5.065460e+03,9.881060e-01
5.065550e+03,9.980370e-01
5.070280e+03,9.946500e-01
5.070370e+03,9.744630e-01
5.070460e+03,9.958910e-01
5.071140e+03,9.965540e-01
5.071320e+03,9.961770e-01
