x,y
1.699999899190006,1.0
1.6999796694331395,0.9957541418479888
1.6999594401577298,0.9965392227732502
1.699939211363759,0.9949151321437517
1.6999160933315745,0.9824617864899793
1.6998958655692025,0.9951630529881715
1.6998756382882163,0.9978342610600265
1.6998554114885975,0.9977879287694903
1.6998322957355854,0.991850062723078
1.6998120699674129,0.9957745993687713
1.6997918446805547,0.9954523975977492
1.6997716198749937,0.997007548254566
1.6997485064008169,0.9984113295840942
1.6997282826265492,0.9965643418868327
1.6997080593335245,0.9976292306881512
1.6996878365217258,0.9977244494919916
1.6996647253260475,0.9961965905770676
1.6996445035453898,0.9984414461061929
1.6996242822459036,0.9981402748614416
1.6996011727785165,0.9978908248653795
1.6995809525100558,0.9986994254840864
1.699560732722713,0.9989098975843896
1.699540513416471,0.998020176049758
1.69951740622699,0.9965173946092419
1.6994971879516207,0.9986406945356086
1.699476970157298,0.9989256372260913
1.6994567528440057,0.9993627422245434
1.6994336479320937,0.9987935959767049
1.6994134316495213,0.9992551028720608
1.6993932158479246,0.9981130279888238
1.6993730005272865,0.9991354658077564
1.6993498978926072,0.9993882833708071
1.6993296836025371,0.999593465902411
1.6993094697933717,0.9996224619339702
1.6992892564650934,0.9994870093171121
1.69926615610731,0.9990079498763098
1.6992459438094474,0.9983055198574965
1.6992257319924189,0.9971695781553224
1.6992026333617105,0.9984909695785853
1.6991824225749816,0.9994920964371852
1.6991622122690322,0.9996084898778473
1.6991420024438453,0.9995968279396766
1.6991189060894414,0.9994094264376961
1.6990986972944022,0.9991054728266731
1.6990784889800719,0.9984320464109084
1.6990582811464325,0.9990848957801449
1.699035187067996,0.9995613073803489
1.6990149802643524,0.9995150865401123
1.6989947739413462,0.9988968208404742
1.6989745680989603,0.9979479547225727
1.698951476296155,0.9980428200471154
1.6989312714836124,0.9973146699567841
1.698911067151636,0.9975338301206064
1.6988908633002093,0.9979476839680126
1.698867773772699,0.9965531657562163
1.6988475709509632,0.9959782073416696
1.6988273686097224,0.9987315708874783
1.6988042808080739,0.9989356500599316
1.6987840794964084,0.9985267316217856
1.6987638786651853,0.9988536424914972
1.6987436783143863,0.9981124355668172
1.6987205927874411,0.9992654810865373
1.6987003934660652,0.9993555864576366
1.6986801946250603,0.9992747751951382
1.6986599962644093,0.9983225299221276
1.6986369130118304,0.9971228855837857
1.6986167156804501,0.9978168085415615
1.6985965188293697,0.9972693493859173
1.698576322458572,0.9989851256468718
1.6985532414800242,0.9980640273762859
1.6985330461383452,0.9969828745086527
1.698512851276895,0.9989351617326759
1.6984926568956562,0.9994297876787641
1.6984695781908041,0.9989079375019772
1.6984493848385325,0.9987870309533038
1.6984291919664185,0.9991185933455986
1.6984061149862142,0.9994048123372637
1.698385923142952,0.9989018944954616
1.6983657317797936,0.9985758613323907
1.698345540896722,0.9985966423879478
1.6983224661896221,0.9967114190302707
1.6983022763352502,0.9963838981089094
1.6982820869609114,0.9980289552200361
1.698261898066588,0.9967121529893144
1.698238825632257,0.9956644029657112
1.6982186377664814,0.9983172482457937
1.6981984503806682,0.9986307667646355
1.6981782634747995,0.9989006940595482
1.6981551933129018,0.9989343134333011
1.6981350074354284,0.9983219487723264
1.6981148220378468,0.9981411061606
1.6980917535996392,0.9940500576534319
1.6980715692303383,0.9905689822731782
1.6980513853408743,0.9977873099289368
1.6980312019312307,0.9990242040050302
1.6980081357648655,0.9993734798511784
1.6979879533833504,0.999304540266374
1.697967771481602,0.9992721651078044
1.697947590059603,0.9989261298791057
1.6979245261647447,0.9982417959298697
1.697904345770722,0.9973230506569395
1.6978841658563952,0.9984703243270526
1.697863986421747,0.9990479152608531
1.6978409247980601,0.9993333395824432
1.6978207463912365,0.9994380929263694
1.697800568464038,0.9994785581189944
1.697780391016447,0.9995654039817298
1.6977573316635957,0.999614686113243
1.697737155243678,0.9992564851499861
1.697716979303314,0.9984755241474985
1.697693921672942,0.9986053901302637
1.697673746760136,0.998991673434959
1.6976535723268302,0.9991399971085713
1.6976333983730076,0.9991819562166179
1.6976103430128817,0.9990614825119652
1.697590170086465,0.9989819159835674
1.697569997639478,0.9989461894124672
1.697549825671903,0.9985368249621542
1.6975267725816883,0.9973754326240192
1.697506601641368,0.9920648351861046
1.6974864311804059,0.9629979215139968
1.6974662611987854,0.9920364069304248
1.697443210378146,0.9956146771137966
1.6974230414236289,0.9924033185408647
